longitude,latitude,row_idx,col_idx,spatial_block_id,target_occurrence,elevation,slope,aspect,s1_vv,s1_vh,s1_ratio,b02_blue,b03_green,b04_red,b08_nir,b11_swir1,b12_swir2,ndvi,ndbi,ndwi,clay_index,ferrous_index,landsat_b1,landsat_b2,landsat_b3,landsat_b4,landsat_b5,soil_moisture,rainfall,dist_roads_km,dist_min_line_km,dist_chem_km,nearest_mno_pct
80.225,21.933,58,312,19,0,312.59207,0.0,0.0,-10.007189,-16.413586,0.0,1791.7252,1879.8922,1632.1475,4023.925,2604.377,1741.997,0.422869,-0.21416467,-0.3631604,1.4950526,0.64722306,0.026366573,0.0622205,0.047447305,0.24213511,0.16335651,0.29655588,6.8042803,4.08546985689035,59.09772659242132,58.93263782489292,19.63
80.227,21.933,58,313,19,0,312.59207,0.0,0.0,-8.997769,-15.36219,0.0,1667.338,1768.2823,1547.2286,3852.3752,2596.4922,1751.8094,0.42691028,-0.19474475,-0.3707916,1.4821773,0.67399776,0.030476503,0.068624325,0.05638398,0.2689473,0.18209061,0.29655588,6.838829,4.2177391328488625,59.300933461243886,59.135503929535545,19.63
80.229,21.933,58,314,19,0,312.59207,0.0,0.0,-7.713161,-14.212662,0.0,1528.7869,1631.6241,1457.6959,3495.828,2473.4998,1719.6123,0.41145092,-0.17126353,-0.3635731,1.4384055,0.7075577,0.033929475,0.072564155,0.06320813,0.29058513,0.1963425,0.29655588,6.87336,4.357283633741693,59.50427462255965,59.33850703379769,19.63
80.231,21.933,58,315,19,0,312.59207,0.0,0.0,-7.172864,-13.7384815,0.0,1469.6649,1569.5029,1405.2324,3353.319,2387.0085,1664.1964,0.40938646,-0.16833718,-0.3623564,1.434331,0.7118346,0.032153483,0.07131156,0.060920488,0.30240595,0.19569731,0.29655588,6.9078918,4.502883949611666,59.70774870432745,59.541645736408746,19.63
80.233,21.933,58,316,19,0,312.59207,0.0,0.0,-8.082421,-14.592364,0.0,1472.2854,1572.6401,1402.0385,3351.0432,2382.3655,1653.9976,0.41005078,-0.1689532,-0.36119363,1.4403682,0.7109325,0.03157292,0.06920533,0.059457842,0.29543805,0.1907092,0.29655588,6.942423,4.6545220015031905,59.91135435225455,59.74491865422629,19.63
80.235,21.933,58,317,19,0,312.59207,0.0,0.0,-9.761209,-16.031301,0.0,1526.1846,1641.942,1471.1813,3444.0088,2551.6948,1780.7142,0.4013736,-0.14882556,-0.3543225,1.4329615,0.7409083,0.034520097,0.07059025,0.0651429,0.27893668,0.19231804,0.29655588,6.976954,4.811626986921803,60.11509022952166,59.94832442195579,19.63
80.237,21.933,58,318,19,0,312.59207,0.0,0.0,-7.5268226,-14.045029,0.0,1505.6627,1620.2247,1465.8052,3361.5596,2548.6345,1795.9362,0.39271,-0.13754624,-0.3495404,1.419112,0.75817025,0.03680889,0.07220957,0.06843666,0.28268895,0.2006414,0.29655588,7.0114856,4.973680876380255,60.3189550165257,60.15186169188784,19.63
80.23899999999999,21.933,58,319,19,0,312.59207,0.0,0.0,-4.426761,-11.330079,0.0,1421.6814,1521.217,1378.9667,3194.9956,2367.3125,1667.0616,0.39703625,-0.1488021,-0.35489887,1.420051,0.7409439,0.032011367,0.06870234,0.05531222,0.30428043,0.19697124,0.29655588,7.0460167,5.140215623771699,60.522947410612545,60.35552913362575,19.63
80.241,21.933,58,320,19,0,312.59207,0.0,0.0,-4.8342123,-11.800417,0.0,1431.999,1521.9193,1372.8713,3202.5938,2293.3152,1602.0264,0.3998987,-0.16544643,-0.35573494,1.431509,0.7160806,0.028669985,0.0650516,0.048625283,0.2996391,0.18742914,0.29655588,7.080548,5.3108097177055065,60.727066125822894,60.559325433826174,19.63
80.243,21.933,58,321,19,0,312.59207,0.0,0.0,-7.3050365,-14.073042,0.0,1518.9519,1601.9454,1434.876,3329.6987,2312.1133,1603.3624,0.3976898,-0.18036501,-0.35034022,1.4420403,0.69439113,0.0264164,0.060141765,0.044240195,0.2722636,0.170372,0.29683608,7.1150794,5.4850844165309836,60.9313098926339,60.763249295935516,19.63
80.24499999999999,21.933,58,322,19,0,312.59207,0.0,0.0,-10.64305,-17.170023,0.0,1806.339,1887.799,1641.8862,3991.3608,2553.677,1705.7358,0.4170729,-0.21966012,-0.35779977,1.4971117,0.6398011,0.02265277,0.054313354,0.03995488,0.22947516,0.15068251,0.2974037,7.1496105,5.662699908636018,61.135677457719424,60.96729943994525,19.63
80.247,21.933,58,323,19,0,312.59207,0.0,0.0,-11.399957,-17.819681,0.0,2057.271,2162.94,1853.8373,4676.9434,2825.4932,1833.4359,0.43227693,-0.24677986,-0.36755064,1.5410919,0.6041324,0.024264388,0.05465473,0.04337137,0.20848067,0.14978994,0.29797134,7.1841416,5.843351560027546,61.340167583701636,61.171474602138446,19.63
80.249,21.933,58,324,19,0,312.59207,0.0,0.0,-10.026647,-16.482111,0.0,1834.2463,1931.7405,1685.0293,4037.9067,2716.4941,1812.0804,0.41113117,-0.19563727,-0.3528125,1.4991024,0.6727481,0.027071293,0.05902947,0.048539292,0.22950606,0.16797084,0.29853895,7.218673,6.026766351275904,61.5447790489065,61.37577353484036,19.63
80.25099999999999,21.933,58,325,19,0,312.59207,0.0,0.0,-8.965237,-15.41236,0.0,1610.8737,1705.4478,1502.8435,3420.2405,2582.5403,1764.8193,0.3894707,-0.13955203,-0.33454877,1.4633454,0.75507563,0.029515669,0.062176786,0.04933716,0.2481693,0.18128103,0.29910657,7.2532043,6.212699562321208,61.74951064713662,61.58019500618646,19.63
80.253,21.933,58,326,19,0,312.59207,0.0,0.0,-8.858216,-15.423156,0.0,1602.5557,1683.3177,1481.1515,3414.9634,2500.732,1707.7325,0.39496866,-0.15454336,-0.33965284,1.4643581,0.73228663,0.027362002,0.058270507,0.044224963,0.2410671,0.17245564,0.2996742,7.2877355,6.4009317329961855,61.95436118743487,61.78473779988123,19.63
80.195,21.931,59,297,19,0,312.59207,0.0,0.0,-11.007231,-17.809856,0.0,1789.4705,1913.4192,1971.3756,3543.6418,3645.1477,2708.2114,0.28508815,0.014120021,-0.2987364,1.3459613,1.0286446,0.055303976,0.09199645,0.10242176,0.27256858,0.27538538,0.2963279,6.1620917,2.149037778774459,55.9727033253757,55.81225260639453,19.63
80.197,21.931,59,298,19,0,312.59207,0.0,0.0,-10.51421,-17.243654,0.0,1759.5754,1875.3428,1893.2361,3513.8357,3471.207,2560.3528,0.29971853,-0.006102849,-0.30403388,1.3557534,0.98786837,0.051697485,0.08711586,0.09387892,0.2678641,0.26133597,0.2963279,6.2042823,2.3307167222580105,56.174054674135895,56.013222055154976,19.63
80.199,21.931,59,299,19,0,312.59207,0.0,0.0,-9.010589,-15.84555,0.0,1695.9895,1814.0239,1715.8096,3598.658,2939.3708,2129.1638,0.3542873,-0.10083882,-0.32971346,1.3805283,0.8167964,0.038051873,0.07529007,0.074046955,0.2617688,0.20986845,0.2963279,6.2464724,2.516433456583204,56.3755610838148,56.21434974274849,19.63
80.201,21.931,59,300,19,0,312.59207,0.0,0.0,-9.160861,-15.88349,0.0,1681.8999,1789.9639,1679.727,3518.527,2860.4375,2057.7473,0.35373417,-0.10316558,-0.32562232,1.390082,0.81296444,0.037290957,0.07450628,0.072742455,0.25887966,0.20707282,0.2963279,6.288663,2.6979986468669868,56.57722089761088,56.4156339767621,19.63
